Publisher Code,Journal Title,Print ISSN,Electronic ISSN,Publisher,Url,Total Number of articles,First Year in the Licence,First Volume in the Licence,Last Year in the Licence,Last Volume in the Licence
jahist,The Journal of American History,0021-8723,1945-2314,Oxford University Press,http://jahist.oxfordjournals.org,,1914,1,2015,102
jalsci,Journal of the History of Medicine and Allied Sciences,0022-5045,1468-4373,Oxford University Press,http://jhmas.oxfordjournals.org,,1946,1,2015,70
jamia,Journal of the American Medical Informatics Association,1067-5027,1527-974X,Oxford University Press,http://jamia.oxfordjournals.org,,1994,1,2015,22
japr,Journal of Applied Poultry Research,1056-6171,1537-0437,Oxford University Press,http://japr.oxfordjournals.org,,1992,1,2015,24
jat,Journal of Analytical Toxicology,0146-4760,1945-2403,Oxford University Press,http://jat.oxfordjournals.org,,1977,1,2015,39
jbchem,The Journal of Biochemistry,0021-924X,-,Oxford University Press,http://jb.oxfordjournals.org,,1996,119,2015,158
jcs,Journal of Church and State,0021-969X,2040-4867,Oxford University Press,http://jcs.oxfordjournals.org,,1959,1,2015,57
jee,Journal of Economic Entomology,0022-0493,1938-291X,Oxford University Press,http://jee.oxfordjournals.org,,1908,1,2015,108
jhered,Journal of Heredity,0022-1503,1465-7333,Oxford University Press,http://jhered.oxfordjournals.org,,1910,1,2015,106
jid,The Journal of Infectious Diseases,0022-1899,1537-6613,Oxford University Press,http://jid.oxfordjournals.org,,1904,1,2015,212
jjco,Japanese Journal of Clinical Oncology,0368-2811,1465-3621,Oxford University Press,http://jjco.oxfordjournals.org,,1975,5,2015,45
jleorg,"The Journal of Law, Economics, & Organization",8756-6222,1465-7341,Oxford University Press,http://jleo.oxfordjournals.org,,1985,1,2015,31
jlms,Journal of the London Mathematical Society,0024-6107,1469-7750,Oxford University Press,http://jlms.oxfordjournals.org,,1926,1,2015,92
jmammal,Journal of Mammalogy,0022-2372,1545-1542,Oxford University Press,http://jmammal.oxfordjournals.org,,1919,1,2015,96
jme,Journal of Medical Entomology,0022-2585,1938-2928,Oxford University Press,http://jme.oxfordjournals.org,,1964,1,2015,52
jmicro,Microscopy,0022-0744,1477-9986,Oxford University Press,http://jmicro.oxfordjournals.org,,1996,45,2015,64
jmp,The Journal of Medicine and Philosophy,0360-5310,1744-5019,Oxford University Press,http://jmp.oxfordjournals.org,,1976,1,2015,40
jmt,Journal of Music Therapy,0022-2917,2053-7395,Oxford University Press,http://jmt.oxfordjournals.org,,1964,1,2015,52
jnci,Journal of the National Cancer Institute,0027-8874,1460-2105,Oxford University Press,http://jnci.oxfordjournals.org,,1988,80,2015,107
jopart,Journal of Public Administration Research and Theory,1053-1858,1477-9803,Oxford University Press,http://jpart.oxfordjournals.org,,1991,1,2015,25
jpepsy,Journal of Pediatric Psychology,0146-8693,1465-735X,Oxford University Press,http://jpepsy.oxfordjournals.org,,1976,1,2015,40
jsh,Journal of Social History,0022-4529,1527-1897,Oxford University Press,http://jsh.oxfordjournals.org,,1967,1,2015,49
lawfam,"International Journal of Law, Policy and the Family",1360-9939,1464-3707,Oxford University Press,http://lawfam.oxfordjournals.org,,1987,1,2015,29
lbaeck,The Leo Baeck Institute Yearbook,0075-8744,1758-437X,Oxford University Press,http://leobaeck.oxfordjournals.org,,1956,1,2015,60
lexico,International Journal of Lexicography,0950-3846,1477-4577,Oxford University Press,http://ijl.oxfordjournals.org,,1988,1,2015,28
libraj,The Library,0024-2160,1744-8581,Oxford University Press,http://library.oxfordjournals.org,,1889,1,2015,21
litthe,Literature and Theology,0269-1205,1477-4623,Oxford University Press,http://litthe.oxfordjournals.org,,1987,1,2015,29
logcom,Journal of Logic and Computation,0955-792X,1465-363X,Oxford University Press,http://logcom.oxfordjournals.org,,1990,1,2015,25
maghis,OAH Magazine of History,0882-228X,1938-2340,Oxford University Press,http://maghis.oxfordjournals.org,,1985,1,2013,27
medlaw,Medical Law Review,0967-0742,1464-3790,Oxford University Press,http://medlaw.oxfordjournals.org,,1993,1,2015,23
melus,MELUS,0163-755X,1946-3170,Oxford University Press,http://melus.oxfordjournals.org,,1974,1,2015,40
mind,Mind,0026-4423,1460-2113,Oxford University Press,http://mind.oxfordjournals.org,,1876,1,2015,124
mmy,Medical Mycology,1369-3786,1460-2709,Oxford University Press,http://mmy.oxfordjournals.org,,1998,36,2015,53
mnras,Monthly Notices of the Royal Astronomical Society,0035-8711,1365-2966,Oxford University Press,http://mnras.oxfordjournals.org,,1827,1,2015,453
modjud,Modern Judaism,0276-1114,1086-3273,Oxford University Press,http://mj.oxfordjournals.org,,1981,1,2015,35
molehr,Molecular Human Reproduction,1360-9947,1460-2407,Oxford University Press,http://molehr.oxfordjournals.org,,1995,1,2015,21
mollus,Journal of Molluscan Studies,0260-1230,1464-3766,Oxford University Press,http://mollus.oxfordjournals.org,,1986,52,2015,81
monist,The Monist,0026-9662,2153-3601,Oxford University Press,http://monist.oxfordjournals.org,,1890,1,2015,98
mtp,Music Therapy Perspectives,0734-6875,2053-7387,Oxford University Press,http://mtp.oxfordjournals.org,,1982,1,2015,33
mts,Music Theory Spectrum,0195-6167,1533-8339,Oxford University Press,http://mts.oxfordjournals.org,,1979,1,2015,37
musicj,Music and Letters,0027-4224,1477-4631,Oxford University Press,http://ml.oxfordjournals.org,,1920,1,2015,96
musqtl,The Musical Quarterly,0027-4631,1741-8399,Oxford University Press,http://mq.oxfordjournals.org,,1915,1,2015,98
mutage,Mutagenesis,0267-8357,1464-3804,Oxford University Press,http://mutage.oxfordjournals.org,,1986,1,2015,30
nar,Nucleic Acids Research,0305-1048,1362-4962,Oxford University Press,http://nar.oxfordjournals.org,,1974,1,2015,93
ndt,Nephrology Dialysis Transplantation,0931-0509,1460-2385,Oxford University Press,http://ndt.oxfordjournals.org,,1986,1,2015,30
notesj,Notes and Queries,0029-3970,1471-6941,Oxford University Press,http://nq.oxfordjournals.org,,1849,1,2015,62
nutritionreviews,Nutrition Reviews,0029-6643,1753-4887,Oxford University Press,http://nutritionreviews.oxfordjournals.org,,1942,1,2015,73
occmed,Occupational Medicine,0962-7480,1471-8405,Oxford University Press,http://occmed.oxfordjournals.org,,1948,1,2015,65
oep,Oxford Economic Papers,0030-7653,1464-3812,Oxford University Press,http://oep.oxfordjournals.org,,1938,1,2015,67
ohr,The Oral History Review,0094-0798,1533-8592,Oxford University Press,http://ohr.oxfordjournals.org,,1973,1,2015,42
operaq,The Opera Quarterly,0736-0053,1476-2870,Oxford University Press,http://oq.oxfordjournals.org,,1983,1,2015,31
oxartj,Oxford Art Journal,0142-6540,1741-7287,Oxford University Press,http://oaj.oxfordjournals.org,,1978,1,2015,38
oxjlsj,Oxford Journal of Legal Studies,0143-6503,1464-3820,Oxford University Press,http://ojls.oxfordjournals.org,,1981,1,2015,35
parlij,Parliamentary Affairs,0031-2290,1460-2482,Oxford University Press,http://pa.oxfordjournals.org,,1947,1,2015,68
past,Past & Present,0031-2746,1477-464X,Oxford University Press,http://past.oxfordjournals.org,,1952,1,2015,229
pcp,Plant and Cell Physiology,0032-0781,1471-9053,Oxford University Press,http://pcp.oxfordjournals.org,,1959,1,2015,56
petroj,Journal of Petrology,0022-3530,1460-2415,Oxford University Press,http://petrology.oxfordjournals.org,,1960,1,2015,56
philmat,Philosophia Mathematica,0031-8019,1744-6406,Oxford University Press,http://philmat.oxfordjournals.org,,1964,1,2015,23
phisci,The British Journal for the Philosophy of Science,0007-0882,1464-3537,Oxford University Press,http://bjps.oxfordjournals.org,,1950,1,2015,66
plankt,Journal of Plankton Research,0142-7873,1464-3774,Oxford University Press,http://plankt.oxfordjournals.org,,1979,1,2015,37
plms,Proceedings of the London Mathematical Society,0024-6115,1460-244X,Oxford University Press,http://plms.oxfordjournals.org,,1865,1,2015,111
polana,Political Analysis,1047-1987,1476-4989,Oxford University Press,http://pan.oxfordjournals.org,,1989,1,2015,23
poq,Public Opinion Quarterly,0033-362X,1537-5331,Oxford University Press,http://poq.oxfordjournals.org,,1937,1,2015,79
pq,The Philosophical Quarterly,0031-8094,1467-9213,Oxford University Press,http://pq.oxfordjournals.org,,1950,1,2015,65
proeng,Protein Engineering,1741-0126,1741-0134,Oxford University Press,http://peds.oxfordjournals.org,,1986,1,2015,28
ps,Poultry Science,0032-5791,1525-3171,Oxford University Press,http://ps.oxfordjournals.org,,1908,1,2015,94
pubjof,Publius: The Journal of Federalism,0048-5950,1747-7107,Oxford University Press,http://publius.oxfordjournals.org,,1971,1,2015,45
pubmed,Journal of Public Health,1741-3842,1741-3850,Oxford University Press,http://jpubhealth.oxfordjournals.org,,1990,12,2015,37
qje,The Quarterly Journal of Economics,0033-5533,1531-4650,Oxford University Press,http://qje.oxfordjournals.org,,1933,48,2015,130
qjmamj,The Quarterly Journal of Mechanics and Applied Mathematics,0033-5614,1464-3855,Oxford University Press,http://qjmam.oxfordjournals.org,,1948,1,2015,68
qjmedj,QJM: An International Journal of Medicine,1460-2725,1460-2393,Oxford University Press,http://qjmed.oxfordjournals.org,,1907,1,2015,108
qmathj,The Quarterly Journal of Mathematics,0033-5606,1464-3847,Oxford University Press,http://qjmath.oxfordjournals.org,,1932,1,2015,66
raps,Review of Asset Pricing Studies,2045-9920,2045-9939,Oxford University Press,http://raps.oxfordjournals.org,,2011,1,2015,5
rcfs,The Review of Corporate Finance Studies,2046-9128,2046-9136,Oxford University Press,http://rcfs.oxfordjournals.org,,2012,1,2015,4
reflaw,International Journal of Refugee Law,0953-8186,1464-3715,Oxford University Press,http://ijrl.oxfordjournals.org,,1989,1,2015,27
refqtl,Refugee Survey Quarterly,1020-4067,1471-695X,Oxford University Press,http://rsq.oxfordjournals.org,,1982,1,2015,34
refuge,Journal of Refugee Studies,0951-6328,1471-6925,Oxford University Press,http://jrs.oxfordjournals.org,,1988,1,2015,28
restud,The Review of Economic Studies,0034-6527,1467-937X,Oxford University Press,http://restud.oxfordjournals.org,,1934,1,2015,82
rev,Research Evaluation,0958-2029,1471-5449,Oxford University Press,http://rev.oxfordjournals.org,,1991,1,2015,24
revesj,The Review of English Studies,0034-6551,1471-6968,Oxford University Press,http://res.oxfordjournals.org,,1925,1,2015,66
rpd,Radiation Protection Dosimetry,0144-8420,1742-3406,Oxford University Press,http://rpd.oxfordjournals.org,,1981,1,2015,167
screen,Screen,0036-9546,1460-2474,Oxford University Press,http://screen.oxfordjournals.org,,1969,10,2015,56
semant,Journal of Semantics,0167-5133,1477-4593,Oxford University Press,http://jos.oxfordjournals.org,,1982,1,2015,32
semitj,Journal of Semitic Studies,0022-4480,1477-8556,Oxford University Press,http://jss.oxfordjournals.org,,1956,1,2014,59
sf,Social Forces,0037-7732,1534-7605,Oxford University Press,http://sf.oxfordjournals.org,,1922,1,2015,93
sochis,Social History of Medicine,0951-631X,1477-4666,Oxford University Press,http://shm.oxfordjournals.org,,1988,1,2015,28
social,British Journal of Social Work,0045-3102,1468-263X,Oxford University Press,http://bjsw.oxfordjournals.org,,1972,2,2015,45
socpol,"Social Politics: International Studies in Gender, State & Society",1072-4745,1468-2893,Oxford University Press,http://sp.oxfordjournals.org,,1994,1,2015,22
socpro,Social Problems,0037-7791,1533-8533,Oxford University Press,http://socpro.oxfordjournals.org,,2001,48,2015,62
socrel,Sociology of Religion,1069-4404,1759-8818,Oxford University Press,http://socrel.oxfordjournals.org,,1964,25,2015,76
spp,Science and Public Policy,0302-3427,1471-5430,Oxford University Press,http://spp.oxfordjournals.org,,1974,1,2015,42
stalaw,Statute Law Review,0144-3593,1464-3863,Oxford University Press,http://slr.oxfordjournals.org,,1980,1,2015,36
sw,Social Work,0037-8046,1545-6846,Oxford University Press,http://sw.oxfordjournals.org,,1981,1,2015,60
swr,Social Work Research,1070-5309,1545-6838,Oxford University Press,http://swr.oxfordjournals.org,,1981,1,2015,39
sysbio,Systematic Biology,1063-5157,1076-836X,Oxford University Press,http://sysbio.oxfordjournals.org,,1952,1,2015,64
tandt,Trusts & Trustees,1752-2110,1363-1780,Oxford University Press,http://tandt.oxfordjournals.org,,1994,1,2015,21
theolj,The Journal of Theological Studies,0022-5185,1477-4607,Oxford University Press,http://jts.oxfordjournals.org,,1899,1,2015,66
toxsci,Toxicological Sciences,1096-6080,1096-0929,Oxford University Press,http://toxsci.oxfordjournals.org,,1981,1,2015,148
tropej,Journal of Tropical Pediatrics,0142-6338,1465-3664,Oxford University Press,http://tropej.oxfordjournals.org,,1968,14,2015,61
trstmh,Transactions of The Royal Society of Tropical Medicine and Hygiene,0035-9203,1878-3503,Oxford University Press,http://trstmh.oxfordjournals.org,,1908,2,2015,109
tweceb,Twentieth Century British History,0955-2359,1477-4674,Oxford University Press,http://tcbh.oxfordjournals.org,,1990,1,2015,26
ulr,Uniform Law Review - Revue de droit uniforme,1124-3694,2050-9065,Oxford University Press,http://ulr.oxfordjournals.org,,1973,1,2015,20
wber,The World Bank Economic Review,0258-6770,1564-698X,Oxford University Press,http://wber.oxfordjournals.org,,1986,1,2015,29
wbro,The World Bank Research Observer,0257-3032,1564-6971,Oxford University Press,http://wbro.oxfordjournals.org,,1986,1,2015,30
yel,Yearbook of European Law,0263-3264,2045-0044,Oxford University Press,http://yel.oxfordjournals.org,,1981,1,2014,33
yielaw,Yearbook of International Environmental Law,0965-1721,2045-0052,Oxford University Press,http://yielaw.oxfordjournals.org,,1991,1,2014,24
ywcct,The Year's Work in Critical and Cultural Theory,1077-4254,1471-681X,Oxford University Press,http://ywcct.oxfordjournals.org,,1991,1,2015,23
ywes,The Year's Work in English Studies,0084-4144,1471-6801,Oxford University Press,http://ywes.oxfordjournals.org,,1919,1,2015,94
geron,Journal of Gerontology,0022-1422,,Oxford University Press,http://biomedgerontology.oxfordjournals.org,,1946,1,1994,49
aibsbu,AIBS Bulletin,0096-7645,2326-1331,Oxford University Press,http://aibsbulletin.oxfordjournals.org,,1951,1,1963,13
femsim,FEMS Immunology & Medical Microbiology,0928-8244,,Oxford University Press,http://femsim.oxfordjournals.org,,1993,6,2012,66
femsmi,FEMS Microbiology Immunology,0920-8534,,Oxford University Press,http://femsmi.oxfordjournals.org,,1988,1,1992,5
swra,Social Work Research and Abstracts,0148-0847,0148-0847,Oxford University Press,http://swra.oxfordjournals.org,,1977,13,1993,29
ajae,American Journal of Agricultural Economics,0002-9092,1467-8276,Oxford University Press,http://ajae.oxfordjournals.org,,1968,50,2015,97
mspecies,Mammalian Species,0076-3519,1545-1410,Oxford University Press,http://mspecies.oxfordjournals.org,,1969,1,2015,47
teamat,Teaching Mathematics and its Applications,0268-3679,1471-6976,Oxford University Press,http://teamat.oxfordjournals.org,,1982,1,2015,34
